/db1/myserver/mariadb/mariadb_files/bin/mariadbd, Version: 10.11.14-MariaDB-log (MariaDB Server). started with:
Tcp port: 3306  Unix socket: /db1/myserver/mariadb/run/mysql.sock
Time		    Id Command	Argument
		     9 Quit	
/db1/myserver/mariadb/mariadb_files/bin/mariadbd, Version: 10.11.14-MariaDB-log (MariaDB Server). started with:
Tcp port: 3306  Unix socket: /db1/myserver/mariadb/run/mysql.sock
Time		    Id Command	Argument
260220 21:34:16	     3 Connect	root@localhost on  using Socket
		     3 Quit	
260220 21:50:12	     4 Connect	root@localhost on  using Socket
		     4 Query	select @@version_comment limit 1
260220 21:50:37	     5 Connect	root@localhost on  using Socket
		     5 Query	select @@version_comment limit 1
260220 21:50:55	     5 Query	SHOW VARIABLES LIKE 'innodb_buffer_pool_size'
260220 21:51:09	     5 Query	SHOW VARIABLES LIKE 'innodb_log_buffer_size'
		     5 Query	SHOW VARIABLES LIKE 'max_connections'
		     5 Query	SHOW VARIABLES LIKE 'key_buffer_size'
		     5 Query	SHOW VARIABLES LIKE 'tmp_table_size'
260220 21:51:33	     5 Query	SHOW VARIABLES LIKE 'max_heap_table_size'
260220 21:51:35	     5 Query	SHOW STATUS LIKE 'Threads_connected'
		     5 Query	SHOW STATUS LIKE 'Threads_running'
260221  0:15:02	     6 Connect	root@localhost on  using Socket
		     6 Query	/*!40100 SET @@SQL_MODE='' */
		     6 Query	/*!40103 SET TIME_ZONE='+00:00' */
		     6 Query	/*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */
		     6 Query	/*M!100100 SET WAIT_TIMEOUT=DEFAULT */
		     6 Query	set optimizer_switch='semijoin=off'
		     6 Query	SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME
		     6 Query	SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME
		     6 Query	set optimizer_switch=default
		     6 Query	SHOW DATABASES
		     6 Init DB	mysql
		     6 Query	SHOW CREATE DATABASE IF NOT EXISTS `mysql`
		     6 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'general_log'
		     6 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Query	show create table `general_log`
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='general_log' order by ordinal_position
		     6 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'slow_log'
		     6 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Query	show create table `slow_log`
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='slow_log' order by ordinal_position
		     6 Query	SHOW FULL TABLES
		     6 Query	LOCK TABLES `column_stats` READ /*!32311 LOCAL */,`columns_priv` READ /*!32311 LOCAL */,`db` READ /*!32311 LOCAL */,`event` READ /*!32311 LOCAL */,`func` READ /*!32311 LOCAL */,`global_priv` READ /*!32311 LOCAL */,`gtid_slave_pos` READ /*!32311 LOCAL */,`help_category` READ /*!32311 LOCAL */,`help_keyword` READ /*!32311 LOCAL */,`help_relation` READ /*!32311 LOCAL */,`help_topic` READ /*!32311 LOCAL */,`index_stats` READ /*!32311 LOCAL */,`innodb_index_stats` READ /*!32311 LOCAL */,`innodb_table_stats` READ /*!32311 LOCAL */,`plugin` READ /*!32311 LOCAL */,`proc` READ /*!32311 LOCAL */,`procs_priv` READ /*!32311 LOCAL */,`proxies_priv` READ /*!32311 LOCAL */,`roles_mapping` READ /*!32311 LOCAL */,`servers` READ /*!32311 LOCAL */,`table_stats` READ /*!32311 LOCAL */,`tables_priv` READ /*!32311 LOCAL */,`time_zone` READ /*!32311 LOCAL */,`time_zone_leap_second` READ /*!32311 LOCAL */,`time_zone_name` READ /*!32311 LOCAL */,`time_zone_transition` READ /*!32311 LOCAL */,`time_zone_transition_type` READ /*!32311 LOCAL */,`user` READ /*!32311 LOCAL */
		     6 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'column_stats'
		     6 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Query	show create table `column_stats`
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='column_stats' order by ordinal_position
		     6 Query	SELECT /*!40001 SQL_NO_CACHE */ `db_name`, `table_name`, `column_name`, `min_value`, `max_value`, `nulls_ratio`, `avg_length`, `avg_frequency`, `hist_size`, `hist_type`, `histogram` FROM `column_stats`
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Init DB	mysql
		     6 Query	select @@collation_database
		     6 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'column_stats'
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'columns_priv'
		     6 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Query	show create table `columns_priv`
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='columns_priv' order by ordinal_position
		     6 Query	SELECT /*!40001 SQL_NO_CACHE */ `Host`, `Db`, `User`, `Table_name`, `Column_name`, `Timestamp`, `Column_priv` FROM `columns_priv`
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Init DB	mysql
		     6 Query	select @@collation_database
		     6 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'columns_priv'
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'db'
		     6 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Query	show create table `db`
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='db' order by ordinal_position
		     6 Query	SELECT /*!40001 SQL_NO_CACHE */ `Host`, `Db`, `User`, `Select_priv`, `Insert_priv`, `Update_priv`, `Delete_priv`, `Create_priv`, `Drop_priv`, `Grant_priv`, `References_priv`, `Index_priv`, `Alter_priv`, `Create_tmp_table_priv`, `Lock_tables_priv`, `Create_view_priv`, `Show_view_priv`, `Create_routine_priv`, `Alter_routine_priv`, `Execute_priv`, `Event_priv`, `Trigger_priv`, `Delete_history_priv` FROM `db`
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Init DB	mysql
		     6 Query	select @@collation_database
		     6 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'db'
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'event'
		     6 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Query	show create table `event`
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='event' order by ordinal_position
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Init DB	mysql
		     6 Query	select @@collation_database
		     6 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'event'
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'func'
		     6 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Query	show create table `func`
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='func' order by ordinal_position
		     6 Query	SELECT /*!40001 SQL_NO_CACHE */ `name`, `ret`, `dl`, `type` FROM `func`
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Init DB	mysql
		     6 Query	select @@collation_database
		     6 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'func'
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'global_priv'
		     6 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Query	show create table `global_priv`
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='global_priv' order by ordinal_position
		     6 Query	SELECT /*!40001 SQL_NO_CACHE */ `Host`, `User`, `Priv` FROM `global_priv`
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Init DB	mysql
		     6 Query	select @@collation_database
		     6 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'global_priv'
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'gtid_slave_pos'
		     6 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Query	show create table `gtid_slave_pos`
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='gtid_slave_pos' order by ordinal_position
		     6 Query	SELECT /*!40001 SQL_NO_CACHE */ `domain_id`, `sub_id`, `server_id`, `seq_no` FROM `gtid_slave_pos`
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Init DB	mysql
		     6 Query	select @@collation_database
		     6 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'gtid_slave_pos'
		     6 Query	SET SESSION character_set_results = 'utf8mb4'
		     6 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'help_category'
		     6 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     6 Query	SET SESSION character_set_results = 'binary'
		     6 Query	show create table `help_category`
